0
1
82,4375
84,375
83,125
81,375
75,4375
69,8125
67,875
68,3125
71,4375
75,9375
80,1875
85,6875
85,4375
82,1875
78,75
71,8125
63,5625
54,6875
50,125
48,9375
46,375
47,3125
52,3125
59,1875
69
75,1875
77,25
79,3125
75,125
63,8125
50,0625
35,625
23,375
13,75
6,9375
5,375
7,3125
12,75
18
20,0625
23,3125
24,1875
22,1875
17,9375
13,5625
10,625
4,9375
-0,125
-0,6875
0,3125
1,4375
4,25
6,125
9,1875
9,8125
7,875
6,3125
5,9375
3,125
-2,0625
-5,1875
-3,25
-0,875
1,8125
8,8125
16,125
22
29,375
35
38,5625
41
40,125
33
23,0625
12,6875
6
-0,875
-3,8125
1,125
10,125
19,9375
27,875
36,25
45
51
55,8125
54,8125
47,5
37,625
24,75
8,9375
-5,3125
-14,875
-18,5
-18,4375
-13,375
-4,9375
7,0625
19,375
31,25
40,25
42,6875
39,6875
31,9375
18,9375
2,25
-12,25
-24,25
-29,875
-29,8125
-26,125
-19,8125
-10,9375
-0,75
26
6,3125
10,375
15,4375
14,5625
12,5
14,6875
21,5625
33,75
45,5
55,625
66,6875
74,875
78
83
84,5
82,8125
81
75,875
70,0625
67,6875
68,3125
71,1875
76,0625
80,375
85,625
85,5625
82,625
78,75
71,875
63,5
54,9375
50,5
49,1875
46,4375
47,625
52,6875
59,1875
69
75,3125
77,375
79,0625
75,25
63,8125
49,75
35,625
23,5625
13,625
7,125
5,5625
7,375
13,25
18
20
23,75
24,0625
22
18,0625
13,9375
10,5
5
-0,375
-0,75
0,4375
1,9375
4,4375
6,25
9
9,9375
8,125
6,875
5,875
3,625
-1,8125
-4,8125
-3,125
-0,5
2,0625
8,875
15,875
21,75
29,375
35
38,5625
40,9375
40,125
33,3125
23,3125
12,8125
5,8125
-0,875
-3,5625
1,1875
10,1875
19,875
27,8125
36,4375
45,1875
51,5
55,375
54,75
47,9375
37,75
24,5625
8,8125
-5,1875
-14,5625
-18,1875
-17,9375
-13,375
-5,375
6,875
19,375
31,75
40,4375
43,0625
39,875
31,875
19,0625
2,625
-11,9375
-23,4375
-29,5
-29,5625
-26,0625
-19,625
-10,5625
-0,5625
27
5,9375
10,5
15,3125
14,5625
12,4375
14,75
21,5625
33,6875
45,4375
55,5625
66,4375
74,375
77,8125
82,6875
84,6875
83,1875
81,25
75,3125
69,9375
67,8125
68
71,5625
75,75
80,1875
85,75
85,4375
82,4375
78,6875
71,5
63,375
54,9375
50,1875
48,8125
46,5625
47,75
52,4375
59,25
68,6875
75,125
77,75
79,5
75,4375
63,9375
49,75
35,4375
23,4375
13,9375
7,1875
5,625
7,375
12,9375
17,8125
20,3125
23,6875
24,125
21,6875
17,875
14,0625
10,25
4,8125
-0,75
-1,1875
0,25
1,625
4,0625
6,25
8,75
9,8125
8,25
6,6875
6
3,4375
-1,625
-4,625
-3,25
-0,5
1,625
8,5
16,0625
21,9375
29,3125
35
38,5625
40,9375
40,1875
33,0625
23,5
12,9375
5,625
-0,875
-3,8125
1,1875
10,125
19,8125
27,625
36,375
45
50,8125
55,5
54,875
47,875
37,625
24,5
8,8125
-4,9375
-14,5625
-18,375
-18,125
-13,5625
-5,3125
6,8125
19,125
31,125
40,1875
42,75
39,5625
31,8125
19,1875
2,4375
-12,25
-23,875
-29,875
-29,75
-25,8125
-19,25
-10,3125
-0,75
28
5,875
10,1875
15
14,5
12,5
14,6875
21,6875
33,5
45,5
55,75
66,6875
74,625
77,5625
82,5625
84,3125
83,0625
81,5
75,5625
70,0625
67,6875
68,375
71,625
75,75
80,1875
85,875
85,4375
82,375
78,5625
71,875
63,6875
55,125
50,125
48,625
46,25
47,3125
52,3125
58,9375
69
75,625
77,625
79,375
75,625
64,0625
49,9375
35,6875
23,8125
13,625
6,875
5,625
7,3125
12,9375
18
20,25
23,5
23,875
21,875
17,8125
13,5
10,5
5,0625
-0,5625
-1,0625
0,25
1,5
4,5
6,5
9,0625
10,0625
8,5
7,0625
6,4375
3,625
-1,6875
-5
-3,3125
-0,8125
1,375
8,375
15,875
21,625
29,4375
35,0625
38,5625
40,75
39,8125
32,9375
23,125
12,75
5,6875
-0,6875
-3,4375
1,4375
10,125
19,6875
27,3125
35,625
45
51,1875
55,1875
54,375
47,375
37,8125
24,5625
8,5625
-5,1875
-14,6875
-18,5
-18,4375
-14,0625
-5,625
6,75
19,375
31,25
39,625
42,25
39,375
32,0625
19
2,4375
-12,0625
-23,75
-29,75
-29,75
-26
-19,625
-10,625
-0,5
29
5,75
10,125
15,3125
14,625
12,6875
14,8125
21,6875
33,4375
45,375
55,5625
66,8125
74,5625
77,6875
82,625
84,625
83,5
81,3125
75,875
70,5625
68,3125
68,0625
71,1875
75,75
80,25
85,6875
85,4375
82,4375
78,625
71,8125
63,4375
54,75
50,5625
49,1875
46,5
47,5625
52,625
59,375
69,125
75,5
77,3125
79,5
75,625
64
49,8125
35,75
23,625
13,875
7,0625
5,3125
7,5625
13,125
18,4375
20
23,5625
24,1875
22,25
17,8125
13,9375
10,75
5,0625
-0,25
-0,75
0,1875
1,4375
3,9375
6,3125
9,3125
10
8,5625
6,8125
6,3125
3,625
-1,5625
-4,875
-3,375
-0,75
1,25
8,25
16,4375
22,375
29,375
35,0625
38,5625
41
40,375
33,375
23,3125
13,125
6,0625
-1
-3,5
1,375
10,1875
19,9375
27,5
36,1875
45
51,25
55,4375
54,4375
47,625
37,9375
24,8125
9,25
-4,8125
-14,5625
-18,375
-18,0625
-13,5
-5,125
7,0625
19,25
31,375
40,1875
42,625
39,875
32,125
19,1875
2,6875
-11,625
-23,4375
-29,5
-29,6875
-25,875
-19,3125
-10,625
-0,6875
30
6,0625
10,5625
15,375
14,75
12,625
14,5625
21,5
33,375
45,3125
55,4375
66,8125
74,375
77,875
82,8125
84,4375
83
81,5
75,6875
70,125
67,75
68,25
71,4375
76
80,3125
86
85,75
82,5625
78,875
71,75
63,5625
55,125
50,5625
49,25
46,625
47,875
52,375
59,1875
69,0625
75,5
77,3125
79,1875
75,1875
64,1875
50,375
35,8125
23,9375
13,8125
6,9375
5,4375
7,3125
13
18,375
20,875
24,125
23,8125
21,9375
18
13,8125
10,625
5
-0,625
-0,8125
0,25
1,5625
3,875
6,125
9,1875
9,9375
8
6,9375
6,5
3,5625
-1,6875
-5
-3,5625
-0,875
1,6875
8,4375
16,375
22,4375
29,5
35,25
38,8125
41,1875
40,375
32,9375
23,3125
13,0625
6
-1,1875
-3,0625
1,5
10,1875
19,9375
27,8125
36,4375
45,1875
51,0625
55,4375
54,8125
47,6875
37,9375
24,6875
9,25
-4,3125
-13,9375
-18,4375
-18,375
-13,75
-5,25
6,8125
19,375
31,5
40,1875
42,625
39,8125
32,0625
19,1875
2,625
-11,5
-23,5
-29,5625
-29,5
-25,6875
-19,25
-10,4375
-0,3125
31
5,8125
10,5
15,5
14,5
12,9375
14,875
21,375
33,5
45,4375
55,625
66,625
74,5625
77,75
82,75
84,5
83,125
81,25
75,875
70,625
68,3125
68,125
71,375
76,0625
80,5
86
85,625
82,4375
78,625
71,625
63,6875
55,0625
50,375
48,8125
46,25
47,4375
52,25
58,9375
69
75,5625
77,375
79,3125
75,8125
64,5625
50,0625
35,75
23,75
13,75
6,9375
5,4375
7,25
12,75
18,1875
20,4375
23,5625
24
22,1875
18,125
13,9375
10,5
4,9375
-0,375
-0,75
0,375
1,625
4,625
6,6875
9,125
10
8,3125
6,8125
6
3,1875
-1,6875
-4,8125
-3,375
-0,875
1,5
8,75
16,25
22,125
29,625
35,125
38,3125
41
40,1875
33,1875
23,4375
13,25
6,1875
-0,75
-3,3125
1,625
10,4375
20,0625
27,875
36,1875
44,875
50,875
55,125
54,625
47,875
37,625
25,25
9,1875
-4,8125
-14,6875
-18
-18,3125
-13,75
-5,125
7,1875
19,5
31,5
40,1875
42,375
39,5
32,25
19,5625
2,5
-11,8125
-23,25
-29,4375
-29,75
-25,625
-19,4375
-10,5
-0,625
32
5,8125
10
15,125
14,625
12,75
14,875
21,5
33,625
45,375
55,1875
66,75
74,5625
78
82,9375
84,6875
83,25
81,1875
75,9375
70,5
67,9375
68,4375
71,5
75,625
80,25
85,6875
85,625
82,625
79
71,75
63,625
55,25
50,4375
48,9375
46,3125
47,4375
52,5625
59
69
75,5625
77,875
79,75
75,75
64,4375
50,0625
35,8125
23,875
13,8125
6,9375
5,3125
7,3125
12,75
18,375
20,25
23,8125
24,375
22,4375
18,125
13,4375
10,6875
5,25
-0,375
-0,5625
0,6875
1,8125
4,125
6,5
9,125
10,4375
8,75
6,875
6,25
3,625
-1,6875
-4,9375
-3,375
-0,75
1,5625
8,625
16,1875
21,875
29,3125
35,3125
39,0625
41,25
40,4375
33,75
23,4375
13,0625
6,1875
-0,375
-3,0625
1,8125
10,5
20,0625
27,6875
36,5625
45,0625
50,875
55,4375
54,875
48,125
38,0625
24,9375
9,4375
-4,625
-14,375
-17,875
-18
-13,25
-4,9375
7,375
19,6875
31,6875
40,1875
43,25
39,9375
32,25
19,625
2,875
-11,5625
-23,5
-29,5
-29,5
-25,625
-18,9375
-10,3125
-0,5
