0
1
7,5625
20,125
32
41,0625
43,5625
40,125
31,75
18,8125
2,1875
-12,3125
-23,8125
-29,5625
-29,375
-25,5625
-18,8125
-9,5625
0,3125
3
6,6875
10,6875
15,3125
14,9375
13,25
15,4375
22
34,125
46,0625
55,8125
67,0625
74,9375
77,9375
82,875
84,5625
83,0625
81,125
75,5
70,25
68,3125
68,5
71,625
76,3125
80,5625
85,8125
85,1875
82,25
78,625
71,5
63,5
55,1875
50,75
49,5
46,9375
48,125
52,8125
59,1875
69
75,4375
77,25
78,875
75,125
64,0625
50,0625
36
24,1875
14,5
7,625
5,8125
7,625
13,1875
18,25
19,875
23,0625
23,5
21,8125
17,75
13,75
10,875
5,625
0,1875
-0,1875
0,875
1,75
4,375
6,5
8,5
9,25
7,875
6,6875
5,75
3,375
-1,625
-4,375
-2,25
0,0625
2,125
8,625
15,75
21,5
29,25
34,75
38,3125
40,8125
40,3125
33,8125
23,875
13,375
6,375
-0,8125
-3,625
1,0625
9,6875
19,4375
27,8125
36,5625
45,125
51,375
56,0625
55,625
48,625
38,0625
24,75
8,875
-5,375
-15
-18,8125
-18,5
-13,3125
-4,875
7,4375
19,9375
32,0625
40,9375
42,6875
39,6875
31,875
18,6875
1,9375
-12,0625
-23,6875
-29,6875
-29,0625
-25,5625
-18,9375
-9,5625
0,5
4
6,6875
10,5625
15,5
14,75
12,875
15,1875
21,875
34,125
45,875
56,125
66,6875
74,75
77,6875
82,6875
84,375
83,1875
81,125
75,6875
70,5
68,5
68,4375
71,375
76
80,3125
85,5625
85,4375
82,25
78,5
71,8125
63,6875
55,25
50,6875
49,5
47,0625
47,75
52,75
59,3125
68,9375
75,4375
77,1875
79
75,375
63,8125
49,9375
36,1875
24,25
14,5
7,8125
6,25
7,875
13,375
18,1875
20
23,3125
23,5
21,75
17,9375
13,625
11,4375
5,75
0,375
-0,3125
0,8125
2
4,1875
6,0625
8,3125
9,3125
7,75
7
5,9375
3,75
-1,1875
-4,5
-2,875
-0,125
1,8125
8,4375
15,75
21,375
28,8125
34,5625
38,375
40,9375
40,4375
34,0625
23,8125
13,375
6,375
-0,6875
-3,5
1,5
9,75
19,5
27,6875
